,approve,company_fullname,company_size,education,finance_phase,industry_field,industry_lables,job_advantagelist,job_experience,job_id,job_lables,job_name,job_status,city,company_shortname,salary,job_type,release_time,skill_lables,work_place,job_description
338,1,上海维信荟智金融科技有限公司,2000人以上,本科,上市公司,金融,Null,平台大 办公环境好 同事nice技能培训 节日礼物 年底双薪 带薪年假 ,1-3年,5510899,产品运营 数据分析 用户运营 ,数据分析师（产品运营）,全职,上海,维信金融科技集团,13k-18k,运营|编辑|客服类-运营-产品运营,2019/4/23 16:37,产品运营 数据分析 用户运营 ,"
上海 -
                    虹口区
                                            - 四川北路88号
                                                            查看地图
","
工作职责:1.配合产品经理，对产品各阶段数据进行分析，提高产品的转化率；2.配合产品和推广，落实产品运营计划和目标；3.搜集客户需求，提供产品功能迭代和更新建议；4.上级交办的其他事宜。
任职资格:1.熟练使用Sql. 有较强的逻辑分析能力，严谨的分析态度；     2.优秀的沟通表达能力，推动力强，吃苦耐劳；3.逻辑思维能力强，善于提炼客户问题，归纳总结；4.有良好的团队合作精神。
"
339,1,广州道然信息科技有限公司,50-150人,本科,不需要融资,移动互联网,Null,薪高 事少年底双薪 绩效奖金 定期体检 带薪年假 ,1-3年,5551865,数据分析 BI ,数据分析师,全职,广州,广州道然,10k-20k,产品|需求|项目类-数据分析-数据分析,2019/4/23 11:52,数据分析 BI ,"
广州 -
                    天河区
                                            - 黄埔大道西33号三新大厦18C
                                                            查看地图
","
岗位描述：1. 用户行为数据的标准化，数据质量监控体系的建设。2. 梳理用户行为分析场景，制定用户行为分析的指标纬度。3. 协助大数据平台的研发，基于大数据平台，构建用户画像，建立分析模型，实施数字化精准营销。4. 支持市场、产品运营部门的数据分析需求，定期产出数据分析报告。5. 规划数据分析产品的迭代升级。岗位要求：1. 本科及以上学历，2年以上数据分析领域工作经历，统计、数学专业、服务领域或电商数据分析经验者优先。2. 熟悉用户行为数据的分析业务场景和指标维度建设。3. 熟悉各类 BI 的工具的应用，如：Metabase，FineBI 等。4. 熟悉掌握数据分析工具，如excel、Python、MySQL、精通SQL。5. 了解统计分析的相关理论与方法，善于从数据中发现问题和机会。6. 熟练运用SQL提取数据，拥有撰写商业分析报告的思路和技能。7. 有良好的学习能力，团队合作和沟通能力。具备以下能力者优先（加分项）： 1. 对数据仓库有一定的了解，熟悉Hadoop、hive的使用。2. 了解阿里云 EMR 的应用。
"
340,1,深圳闻善科技有限公司,50-150人,本科,不需要融资,"移动互联网,硬件",大数据 ,稳定 不加班 行业权威扁平管理 领导好 技能培训 ,5-10年,5845465,大数据 ,数据分析师,全职,深圳,闻善科技,15k-25k,产品|需求|项目类-数据分析-数据分析,2019/4/23 11:37,Null,"
深圳 -
                    福田区 -
                    购物公园
                                            - 购物公园D出口
                                                            查看地图
","
负责数字化商业分析工作，根据业务经营目标及策略，从用户、产品、营销、竞争等多角度开展分析工作，搭建业务策略分析框架和指标体系，设计符合业务导向的建模分析方案，探索数据驱动经营模式的落地应用，保证经营目标有效达成；

1. 对保险行业领域有深刻理解，了解行业动态和最新发展方向；
2. 5年以上商业分析挖掘经验，大型金融公司、互联网公司背景优先，管理咨询工作经验优先；
3. 985或重点大学本科以上学历，计算机、数学、统计、金融、心理学、市场研究相关专业，硕士优先；
4.极强的数据敏感性、逻辑能力，能从海量数据提炼核心结果，并用简洁而清晰的方式呈现数据分析背后的商业逻辑和相关洞察, 独立分析建模，并撰写研究报告；
5.良好的跨团队沟通能力，推动能力，推动结论并推动决策落地；
6.细致、敬业、乐于思考，能高强度环境下高效工作；
"
341,1,杭州微拍堂文化创意有限公司,150-500人,大专,A轮,移动互联网,Null,"六险一金,餐饮补贴,双休,出国旅游岗位晋升 年度旅游 年底双薪 午餐补助 ",3-5年,5767142,数据分析 BI 数据库 ,数据分析师,全职,杭州,微拍堂,15k-25k,产品|需求|项目类-数据分析-数据分析,2019/4/23 10:26,数据分析 BI 数据库 ,"
杭州 -
                    西湖区 -
                    西湖
                                            - 文三路408号5号楼411室
                                                            查看地图
","
工作职能：1、构建业务数据分析体系，帮助确定各项业务数据指标； 2、负责监控项目上线效果情况，主动分析项目上线利弊点；3、通过数据分析对产品优化和运营活动提供可行性参考建议；职位要求：1、统计学、应用数学、计算机等相关专业，本科及以上学历； 2、熟练掌握多种统计和挖掘方法，熟练使用HIVE查询数据、熟练使用SPSS、SAS、EXCEL等相关数据分析软件； 3、较强的数据敏感度，逻辑分析能力和文档写作能力； 4、有责任心，良好的沟通能力和组织管理能力以及心理承受能力，勇于接受挑战；
"
342,1,北京金山软件有限公司,2000人以上,不限,上市公司,移动互联网,Null,"豪华三餐,班车接送,下午茶,公司气氛好年底双薪 节日礼物 技能培训 绩效奖金 ",不限,5651970,数据分析 数据处理 数据挖掘 数据架构 ,数据分析师,全职,珠海,金山办公软件,15k-30k,开发|测试|运维类-数据开发-数据分析,2019/4/23 10:16,数据分析 数据处理 数据挖掘 数据架构 ,"
珠海 -
                    香洲区
                                            - 前岛环路321号金山软件园 5号楼
                                                            查看地图
","
 岗位职责：
1，深入理解业务运营目标以及各环节的运营方法，为目标建立指标分析体系，指标能从宏观、中观和微观拆解到运营的各个环节；
2，为各个运营环节建立核心指标监控，发现异常能及时定位问题；
3，以业务视角，通过数据挖掘和建模，深入分析各业务环节的运营问题，提出解决方案，输出数据分析报告；
4，支持数据分析系统的建设，能将各运营环节的分析报告产品化，形成常态分析报表；

任职要求：
1、统计、数学、信息技术、计算机等专业，
2、具备较强的数据分析能力和数据敏感度，能从海量数据提炼核心结果；具备数据清洗和数据挖掘经验；
3、熟悉数据库技术，有使用hadoop/hive分析海量数据的能力，熟练使用某一种专业BI分析平台工具（比如Tableau）, 掌握统计分析工具PYTHON/R/SAS优先
4、具备优秀的文档能力，使用文字、图示清楚地表达思路意图。具备严谨的逻辑思维能力，能撰写数据分析报告；
5、能高效的与数据技术团队以及业务部门进行沟通，具备良好的讲演能力；
6、有数据分析，建模、数据类产品类规划经验的优先 
"
343,1,上海宏路数据技术股份有限公司,50-150人,本科,上市公司,移动互联网,Null,"六险一金,定期体检,员工旅游,地铁周边绩效奖金 五险一金 带薪年假 年度旅游 ",1-3年,5165983,数据分析 ,数据分析师,全职,上海,Hypers,8k-16k,产品|需求|项目类-数据分析-数据分析,2019/4/23 10:08,数据分析 ,"
上海 -
                    虹口区 -
                    四平路
                                            - 金融街
                                                            查看地图
","
岗位职责：
岗位职责：
1、 沟通客户业务需求，结合hypers产品体系，设计分析框架与解决方案；并与项目组其他成员相互配合，完成解决方案的落地与交付；
2、 配合客户经理处理日常业务运营需求，参与完成数据分析相关工作；
3、 在项目中收集客户对产品功能和应用场景的需求，分析并整合相关信息，支持产品功能的迭代与内部行业方法论的升级；
4、 探索内部数据，通过常规数据分析、数据建模和机器学习等
岗位职责：
1、 沟通客户业务需求，结合hypers产品体系，设计分析框架与解决方案；并与项目组其他成员相互配合，完成解决方案的落地与交付；
2、 配合客户经理处理日常业务运营需求，参与完成数据分析相关工作；
3、 在项目中收集客户对产品功能和应用场景的需求，分析并整合相关信息，支持产品功能的迭代与内部行业方法论的升级；
4、 探索内部数据，通过常规数据分析、数据建模和机器学习等方法，挖掘数据价值。
 
 
任职资格:
1、 本科及以上学历，商业数据分析、统计学、信息管理等理工科专业优先，；
2、 1-3年相关理论背景或工作经验；
3、 熟练使用Excel，掌握常用公式/常见图表/数据透视表等；熟练使用PPT ；
4、 熟练使用SQL，且具备通过Python或R进行数据处理的能力；
5、 有责任心、做事细致、思维缜密、善于沟通、具有团队协作意识；
6、 良好的英文读写和沟通能力。
 
 
Nice-to-have:
1、 熟悉MarTech行业相关知识，有相关工作经验尤佳
2、 有过数据建模经验，了解机器学习概念者优先
3、 有零售或汽车等相关行业经验者优先
4、 拥有咨询公司工作经历者优先
"
344,1,北京清帆科技有限公司,15-50人,硕士,A轮,"移动互联网,教育",Null,"期权激励,晋升空间大,优秀团队,蓝海领域岗位晋升 定期体检 五险一金 绩效奖金 ",1-3年,4734246,商业 可视化 数据分析 ,数据分析师,全职,北京,清帆科技,10k-20k,产品|需求|项目类-数据分析-数据分析,2019/4/23 9:59,商业 可视化 数据分析 ,"
北京 -
                    海淀区 -
                    西北旺
                                            - 中关村软件园立思辰大厦5层
                                                            查看地图
","
岗位职责：

1. 负责设计和优化数据产品，统筹从数据采集、数据分析到数据可视化的全部流程；
2. 定期整理行业数据，分析数据，更新数据可视化图表；
3. 实时跟踪行业动态，结合数据分析结果撰写研究报告；
4. 分析产品数据及用户数据，为产品功能和运营策略的优化提供参考。


任职要求：

1.硕士以上学历，计算机、统计、数学相关专业优先，2年以上工作经验；
2.熟练使用SQL和商业智能数据分析软件Tableau，具备数据挖掘、数据建模及编程能力；
3.熟悉Python脚本语言，熟悉R语言，并灵活运用到实际工作中及解决技术问题；
4.优秀的逻辑思考能力，对数据敏感，具有一定商业思维，对互联网和人工智能行业抱有很高的热情；
5.具备较强的分析数据和提取有效信息的能力，有一定的文字功底，能够撰写研究报告；
6.工作认真、有耐心，有责任心，团队协作能力强。
"
345,1,混沌时代（北京）教育科技有限公司,150-500人,本科,不需要融资,"移动互联网,教育",Null,"弹性工作,六险一金,年度体检,学习氛围弹性工作 扁平管理 领导好 五险一金 ",3-5年,5167551,数据分析 SQL 数据库 ,数据分析师,全职,北京,混沌大学,15k-30k,产品|需求|项目类-数据分析-数据分析,2019/4/23 10:53,数据分析 SQL 数据库 ,"
北京 -
                    海淀区
                                            - 海淀区北三环中路44号院B座4层C408
                                                            查看地图
","
岗位职责：
1、负责建立公司产品线数据分析指标体系；
2、负责推进产品线的数据建设工作，包括数据采集、数据清理及中间层建设；
3、负责推进核心指标的监控及预警体系建设，并对异常波动情况进行问题定位和深入分析；
4、能够针对业务现状和问题给出对策建议，形成简明扼要的分析报告并推动落地。


能力要求：
1.本科或以上学历，计算机、统计、运筹学、经济学等专业优先；
2.数据分析经验3年以上，结构化思维，对数据敏感，自我驱动，能通过数据主动发现问题并解决问题；
3.熟练使用SQL和excel，R或Python；
4.逻辑思维强，工作主动，善于学习与思考，有创新精神；
5.有互联网教育行业经验或对教育行业兴趣浓厚者优先。
"
346,1,上海维信荟智金融科技有限公司,2000人以上,本科,上市公司,金融,Null,"团队优秀,发展平台好技能培训 节日礼物 年底双薪 带薪年假 ",1-3年,5800754,数据挖掘 ,数据分析师（风险分析）,全职,上海,维信金融科技集团,13k-16k,开发|测试|运维类-数据开发-数据分析,2019/4/23 16:37,数据挖掘 ,"
上海 -
                    虹口区
                                            - 四川北路88号星荟中心1座28楼
                                                            查看地图
","
工作职责:1、负责对产品各业务节点转化进行监控和分析，给出预警及优化建议；2、负责对各渠道推广进行投入产出分析，并给出改善建议；3、对风险异常情况进行深入分析，提出优化建议；4、对项目内各部门及集团相关部门提供数据支持；5、完成领导交办的其他工作。
任职资格:1、熟练运用数据处理工具。熟练使用SQL或SAS；2、有较强的学习能力，能充分结合业务流程进行分析工作；3、有较强的风控意识；4、抗压能力强，责任心强；
"
347,1,北京五八到家信息技术有限公司,50-150人,本科,天使轮,"O2O,生活服务",移动互联网 BI 可视化 SPSS 数据分析 ,"平台大,氛围好,不打卡,下午茶节日礼物 技能培训 股票期权 免费班车 ",3-5年,5444468,移动互联网 BI 可视化 SPSS 数据分析 ,数据分析师,全职,北京,58到家,20k-40k,产品|需求|项目类-数据分析-数据分析,2019/4/23 18:32,BI 可视化 SPSS 数据分析 ,"
北京 -
                    朝阳区 -
                    北苑
                                            - 北苑路大羊坊10号桑普大厦5层
                                                            查看地图
","
工作职责:
1、深入了解业务和产品逻辑，针对业务特点和规律，针对性建立适合的分析体系和核心指标框架,产品化相关指标报表。
2、对接业务部门，负责业务临时数据分析需求的调研、分析及实现；
3、对产品改动、运营策略和市场活动产生的影响进行深入的专题分析，并从中挖掘出可落地的insights；
4、监测分析产品运营状况，解释异常波动进行分析；持续优化产品功能改造和业务拓展方向，提出和落实产品优化改造方案。
5、分析用户行为数据，探索用户行为模式，构建用户生命周期和构建用户标签体系等。
6、撰写专题数据分析报告。

任职资格:
1、统计学，数学，经济学、计算机等专业本科及以上学历，3~5年或以上的数据分析工作经验
2、具有较强的商业敏感度和数据分析技能，能够运用创新且实际的分析方法以解决复杂的商业问题
3、对数据敏感，逻辑严谨，责任心强，工作主动自驱，沟通能力强
4、熟练掌握SQL，熟悉常用数据统计和分析方法
5、熟练使用SPSS，SAS，R，Python中的任一工具进行数据分析工作
6、逻辑思维能力强，表达条理清晰，善于用PPT写作。
7、了解数据结构和可视化报表设计及现有的任一bi产品工具；
"
348,1,中移在线服务有限公司,2000人以上,本科,不需要融资,移动互联网,教育 数据挖掘 数据分析 ,"领导好,扁平化,福利多,空间大",3-5年,3975218,教育 数据挖掘 数据分析 ,数据分析（互联网运营中心）,全职,郑州,中移在线服务有限公司,12k-24k,开发|测试|运维类-数据开发-数据分析,2019/4/19 14:31,数据挖掘 数据分析 ,"
郑州 -
                    高新区
                                            - 郑州
                                                            查看地图
","
岗位职责：
1、主动深入业务，理解业务运作逻辑，能结合公司规划，推动发现新的业务优化点和增长点，并建立相应的数据支持体系；经验，将关键分析思路进行产品化。
2、收集和挖掘各智能化产品的数据需求，针对不同业务场景，与业务协作提炼出核心指标和分析框架，并呈现、跟踪、分析；能通过常规数据分析方法发现业务数据存在的异常、趋势、特点、可优化点等，通过数据描绘出整个业务流程、用户行为和重点环节的转化，帮助业务方更深刻的理解、使用和运营数据；
3、能主动向业务方输入自己的观点，提升业务方使用数据的频率；对业务进行常规报表解读、数据可视化工具使用的培训；    
岗位要求：
教育：全日制大学本科及以上学历；
知识：统计学、数学、计算机信息类、数据挖掘等相关专业。
技能：对数据敏感，具有缜密的逻辑思维能力及优秀的书面总结及口头表达能力；责任心强，细致认真，能承受较强的工作压力，热爱数据分析工作；熟练使用Excel、PPT、数据分析软件R/python、SQL，有较好的文字、数据、图表呈现能力；主动性强，能深刻理解业务，对数据化运营有一定了解；
自我驱动，有owner意识，交付能力强；跨团队与部门的沟通能力强，有较强的团队协作意识和能力；
"
349,1,上海你我贷互联网金融信息服务有限公司,2000人以上,本科,未融资,金融,Null,五险一金 带薪年假 年终奖金 不定期团建年底双薪 节日礼物 技能培训 绩效奖金 ,3-5年,5574561,数据分析 商业 SQL 数据运营 ,数据分析师,全职,上海,上海你我贷互联网金融信息服务,12k-20k,产品|需求|项目类-数据分析-数据分析,2019/4/23 20:17,数据分析 商业 SQL 数据运营 ,"
上海 -
                    浦东新区 -
                    东方路
                                            - 杨高南路428号由由世纪广场（近陆家嘴软件园）1号楼17-20F,26F
                                                            查看地图
","
职位描述：
1、负责互联网产品数据分析，通过对业务漏斗及用户行为分析，不断提升新用户注册及投资转化率。从获客到承接再到转化的全路径优化，不断
研究用户，分析用户路劲及动作，使得着陆页的承接更加高效。通过转化漏斗和微转化分析，寻找流程中的优化点；
2、负责用户行为分析数据产品的项目推进，设计渠道分析、漏斗分析、路径分析、用户分组等功能。

岗位职责要求：
处理各业务部门数据需求，定期形成数据日报、周报，进行简单分析后提供给需求方；针对专题事件或项目进行分析，组织分析数据逻辑，发掘提
升业务的机会点
负责处理各业务部门数据需求，通过工具呈现数据结果
定期形成数据日报、周报，并进行简单分析后等提供给需求方
针对专题事件或项目进行分析，组织分析数据逻辑，发现提升业务的机会点
了解ETL开发，熟悉存储过程，SQL优化
"
350,1,随行付（北京）金融信息服务有限公司,150-500人,本科,未融资,移动互联网 金融,互联网金融 数据分析 ,六险一金 快速发展 团队旅行绩效奖金 午餐补助 通讯津贴 带薪年假 ,1-3年,5557155,互联网金融 数据分析 ,数据分析师,全职,北京,随行付金科,8k-13k,产品|需求|项目类-数据分析-数据分析,2019/4/23 9:54,数据分析 ,"
北京 -
                    海淀区 -
                    北京大学
                                            - 中关村大街1号海龙大厦8层0816-0825
                                                            查看地图
","
职责描述：1、负责公司的个人信贷业务的政策数据分析；2、协助评分模型的开发，并将模型评分的结果应用于相关的业务政策和流程中；3、协助优化风险监控系统及监控策略；4、三方数据的接入，分析；5、负责风控决策引擎的维护工作；任职要求：1. 本科以上学历，经济、金融、统计等相关专业；2. 有1年以上金融行业个人信贷信审及监控工作经验；3. 具有较好的风险意识。
"
351,1,北京福佑多多信息技术有限公司,500-2000人,本科,D轮及以上,O2O,Null,福利待遇好、创业黑马、技术氛围好节日礼物 年底双薪 定期体检 七险一金 ,3-5年,5512268,数据分析 ,数据分析师,全职,北京,福佑卡车,15k-25k,产品|需求|项目类-数据分析-数据分析,2019/4/22 14:07,数据分析 ,"
北京 -
                    海淀区
                                            - 上地三街金隅嘉华大厦A座1001-1005
                                                            查看地图
","
职责描述：1.完成公司内部各业务部门的常用报表的制作。2.为业务部门决策提供分析方案和数据支持。3.将数据分析中遇到的数据质量问题反馈给数据治理团队，并辅助解决。4.参与公司BI架构设计。任职要求：1..4年以上工作经验，本科以上学历，数学／计算机／商业分析等与数据分析相关专业；有实时分析/日志分析/业务全流程分析/公司管理报表/增长黑客项目经验。2.熟悉SQL语言，My SQL/SQL Server/Oracle数据库。3.熟练使用PowerBI/FineBI/Tableau数据分析工具。4.熟悉Python/R，熟悉分类，聚类，关联分析和连接分析常用算法。5.了解Hadoop/Storm/Spark/Flink/Blink,Hive,Maxcompute,Kylin/Druid等大数据相关知识优先录取。6.了解Mahout/Mlib/TensorFlow/PAI等人工智能知识优先考虑。
"
352,1,行吟信息科技（上海）有限公司,500-2000人,本科,D轮及以上,"生活服务,电子商务",Null,包三餐 零食饮料无限量供应年度旅游 节日礼物 专项奖金 带薪年假 ,3-5年,5303307,数据分析 ,数据分析师,全职,上海,小红书,15k-30k,产品|需求|项目类-数据分析-数据分析,2019/4/22 10:44,数据分析 ,"
上海 -
                    黄浦区 -
                    新天地
                                            - 马当路388号SOHO复兴广场C座2楼
                                                            查看地图
","
工作职责:* 应用数据统计，数据挖掘的专业知识和技能，获取数据并对数据做出可以影响实际决策的解读，通过数据理解用户在用户产品和商业产品中的行为；* 同项目团队一起去解决实际的问题，获取并了解项目的发展趋势和在整个小红书产品中的定位；* 支持，影响和参与到产品的决策和产品的迭代当中；* 数据分析师/数据科学家会实际参与到如下的工作领域中；* 社区分析项目：* 参与设定评估团队核心指标并对核心指标做出未来发展的预测；* 监测社区核心指标，能找到核心指标变化的本质原因；* 建设，分析并维护DashBoard和给出数据报告；* 探索性分析：* 对于社区产品和项目的下一阶段目标和roadmap给出基于数据的建议；* 建设核心数据，进行探索探索性分析，并给出策略建议；* 能对领域内的产品生态，用户行为和长期趋势给出自己的见解；* 不断尝试找到提升核心数据指标的新的抓手；* 建立用户行为分析模型去辅助产品；* 数据基础建设：* 主要通过Hadoop和Hive进行基础数据的建立和更新，有可能会涉及到部分MySQL，MongoDB等数据存储中的数据；* 基于ETL框架，通过SQL和Python建立自动的数据Pipeline。任职资格:* 重点本科及以上学历，计算机，数学，统计学或者相关的专业；* 3年左右数据分析工作经验，对于SQL有实际的操作经验；* 对统计学有深入理解 (e.g., hypothesis testing, regressions)；附加要求： * 拥有计算机，数学，统计学或者相关专业的硕士学历；* 对分布式数据计算系统和平台有深入的使用经验(Hive/Hadoop/Spark)。
"
353,1,车好多旧机动车经纪（北京）有限公司,2000人以上,本科,D轮及以上,O2O,新零售 电商 BI SQL 数据运营 ,平台大，发展空间大带薪年假 弹性工作 免费班车 美女多 ,5-10年,5837199,新零售 电商 BI SQL 数据运营 ,数据分析,全职,北京,车好多集团,20k-30k,产品|需求|项目类-数据分析-数据分析,2019/4/18 10:54,BI SQL 数据运营 ,"
北京 -
                    朝阳区 -
                    大山子
                                            - 将台路15号898创新空间瓜子二手车直卖网
                                                            查看地图
","
职位描述：

工作职责：

1. 对接业务线需求，对需求进行梳理，对业务问题进行深度诊断性组合分析、挖掘、深度分析，并给出建议；

2. 沉淀分析思路与框架，提炼数据产品需求，与相关团队（如技术开发团队） 协作并推动数据产品的落地；

3. 与相关团队协作进行数据建模工作，推动业务部门的数据化运营。

 

职位要求：

1. 统计、数学、计算机专业本科及以上学历，3年以上相关工作经验；

2. 有数据模型建立和运营经验、数据化运营经验、数据类产品类规划经验，尤其是互联网相关的优先；

3. 有较强的逻辑推理能力，善于从商业角度解读数据；

4. 熟练独立编写商业数据分析报告，及时发现和分析其中隐含的变化和问题；

5. 熟练运用SQL，熟练运用EXCEL、R语言等数据工具、熟练使用PPT，有很强的PPT功底；

6. 善于沟通和交流，有丰富的跨团队、部门的项目资源整合能力，能够独立开展研究项目。
"
354,1,拉扎斯网络科技（上海）有限公司,2000人以上,本科,D轮及以上,移动互联网,大数据 数据分析 SPSS ,数据领域大神等你一起来玩耍～节日礼物 绩效奖金 年度旅游 岗位晋升 ,1-3年,3462732,大数据 数据分析 SPSS ,数据分析师（数据挖掘产品）,全职,上海,饿了么,15k-30k,产品|需求|项目类-数据分析-数据分析,2019/4/23 14:28,数据分析 SPSS ,"
上海 -
                    普陀区 -
                    长征
                                            - 金沙江路1518弄近铁城市广场北座4楼401室
                                                            查看地图
","
职位描述
工作职责：
1、对接业务部门日常运营分析的需求，搭建运营分析体系
2、能够独立进行数据的处理并高效完成数据分析工作
3、能够基于数据分析得到有价值的信息和结论，为业务发展提供策略和建议
4、良好的沟通和协调能力，积极推进数据分析的建议落地
任职要求:
1、本科及以上学历 至少3年以上的数据分析工作经验
2、敏锐的数据观察和分析能力
3、对于R、SAS、Tableau有一定的使用经验
4、熟悉一种或者几种主流数据库, 如Hadoop、Mysql、Oracle等
5、强烈责任心，开放的性格，良好的沟通能力
"
355,1,塞纳德（北京）信息技术有限公司,500-2000人,本科,不需要融资,"移动互联网,社交网络",广告营销 移动互联网 数据分析 SQL ,"六险一金,带薪年假,全薪病假,办公环境棒午餐补助 定期体检 带薪年假 五险一金 ",3-5年,5792961,广告营销 移动互联网 数据分析 SQL ,数据分析师,全职,北京,爱卡汽车,15k-20k,产品|需求|项目类-数据分析-数据分析,2019/4/22 18:47,数据分析 SQL ,"
北京 -
                    朝阳区
                                            - 北四环中路27号盘古大观A座17F
                                                            查看地图
","
岗位职责：
1、负责对全站收入资源的收益研究，定期输出资源管理的意见，包括价格管理、资源分级等；
2、根据公司业务发展，对新增的创新售卖，在资源分级、定价等方面独立完成模型搭建，并适用于业务应用；
3、负责全站三端收入类资源梳理和用户行为分析，提供资源优化建议；
4、定期对收入类资源、客户媒介购买特征等完成资源运营分析报告，为业务端提供资源使用推荐；
5、结合竞品和行业广告发展，用户行为等，与公司其他团队紧密合作，推动广告商业化进展。
任职资格：
1、统计学、数学等相关专业，本科及以上学历；
2、有3年以上互联网工作经验，熟知互联网广告知识，有大型互联网广告公司或广告媒体行业从业经验优先；
3、具有较强的数据敏感性，熟练使用各类数理统计、数据分析、挖掘等软件；
4、具备优秀的数据分析及图表表达能力，思路清晰，独立思考能力强；
5、优秀的执行能力，沟通协调能力和创新精神，强烈的责任心和严谨的工作态度。
"
356,1,广州悦跑信息科技有限公司,150-500人,本科,C轮,移动互联网,移动互联网 体育 数据分析 数据运营 数据库 ,五险一金，周末双休，公司氛围好节日礼物 带薪年假 年度旅游 美女多 ,1-3年,5440507,移动互联网 体育 数据分析 数据运营 数据库 ,数据分析师（中级）,全职,广州,悦跑圈,8k-15k,产品|需求|项目类-数据分析-数据分析,2019/4/22 18:41,数据分析 数据运营 数据库 ,"
广州 -
                    天河区 -
                    元岗
                                            - 元岗路310号智汇Park创意园独栋2号
                                                            查看地图
","
        职位描述：
1.负责对业务的专题进行统计分析，形成专题分析报告；
2.基于业务理解，设计搭建准确反映业务运作健康状况的数据分析报表
3.分析用户行为，为产品、运营以及商务活动提供数据支持
岗位要求：
1、数学与应用数学、统计学等专业毕业，两年以上数据分析工作经验
2. 良好的数据处理能力，熟练操作Excel、PPT等，掌握SQL相关数据提取工具，熟练Python、R等分析工具中任一项者优先；
3、协调沟通能力较好，具有较强的分析与判断能力，工作责任感高，条理清晰，工作细致，具有较好的职业操守，能严守公司商业机密
        "
357,1,深圳市随手科技有限公司,500-2000人,本科,C轮,"移动互联网,金融",Null,"节日福利多,涨薪快,平台大,晋升空间大带薪年假 弹性工作时间 年度旅游 岗位晋升 ",1-3年,5845522,MySQL 数据分析 ,数据分析师,全职,深圳,随手科技,8k-15k,开发|测试|运维类-数据开发-数据分析,2019/4/22 14:03,MySQL 数据分析 ,"
深圳 -
                    南山区 -
                    科技园
                                            - 高新园科技南十二路金蝶软件园B栋3楼
                                                            查看地图
","
岗位职责：
1、建立信贷业务数据分析体系，统计和分析业务运营数据、风控数据、为决策提供数据支持与建议；
2、及时高效的组织完成数据提取工作，并确保数据的准确性与完整性；
3、负责建立MIS管理报表体系，为管理决策提供数据支持；
4、负责监控信贷业务全流程数据表现，制定相应预警机制；
5、利用先进工具，实现报表自动化；
6、跨部门沟通，对接集团相关部门，满足相应数据需求；

任职资格：
1、本科及以上学历，统计学、数学、财务分析类相关专业优先；
2、具备1年以上信贷行业数据分析管理经验，有银行贷款/信用卡数据分析管理经验优先；
3、对数据敏感，擅长数据挖掘及分析；
4、熟练使用SQL、SAS、R等分析工具，熟悉HIVE等数据平台工具；
5、有风控策略、风控建模经验优先考虑；
"
358,1,格上出行服务有限公司,500-2000人,大专,不需要融资,"移动互联网,企业服务",Null,周末双休 五险一金 加班补助 员工旅游,不限,5840481,数据分析 ,数据分析师,全职,杭州,格上出行,4k-6k,产品|需求|项目类-数据分析-数据分析,2019/4/22 13:48,数据分析 ,"
杭州 -
                    萧山区 -
                    建设一路
                                            - 萧山经济技术开发区东方世纪中心2402室
                                                            查看地图
","

1.营运相关各项数据搜集、建模、分析；
   


2.输出中心月报、双月、季度报和年报等
"
359,1,包头市包银消费金融股份有限公司,150-500人,本科,不需要融资,"移动互联网,金融",Null,六险一金；节日福利；年终奖年底双薪 年终分红 定期体检 节日礼物 ,1-3年,5518593,风控 分析师 ,数据分析师(J10177),全职,北京,包银消费金融,10k-20k,金融类-互联网金融-分析师,2019/4/22 11:47,风控 分析师 ,"
北京 -
                    朝阳区 -
                    小关
                                            - 惠新东街甲4号富盛大厦2座3层
                                                            查看地图
","
工作职责:1、实时监测贷款业务的数据变化，为风险策略提供数据支持和改善方案；2、对新的风险政策的执行效果，进行跟踪与结果验证，及时反馈政策效果；3、积极主动地理解业务团队目标，应用分析方法和工具及时高效地实现相应业务的风险管理分析需求。任职资格:1、全日制统招本科及以上学历，统计、数学、物理、计算机、金融等理工类专业优先；2、了解金融信贷经营动作相关的知识，逻辑清晰思路灵活，有相关工作经验优先；3、熟悉使用SQL，及SAS、R、Python中的一种;4、有较强的学习能力和意愿，自主性强，对工作认真负责，沟通能力好，能适应较强工作压力。
"
